District,Date,Year,Month,Day,Tmax,Tmin,Rainfall
Aligarh,2021-03-30,2021,3,30,41.18,24.12,0.0
Aligarh,2021-03-31,2021,3,31,38.64,21.48,0.0
Aligarh,2021-04-01,2021,4,1,37.34,16.57,0.0
Aligarh,2021-04-02,2021,4,2,37.24,16.22,0.0
Aligarh,2021-04-03,2021,4,3,37.0,16.71,0.0
Aligarh,2021-04-04,2021,4,4,38.89,16.71,0.0
Aligarh,2021-04-05,2021,4,5,39.03,20.61,0.0
Aligarh,2021-04-06,2021,4,6,41.1,21.2,0.0
Aligarh,2021-04-07,2021,4,7,39.83,23.41,0.0
Aligarh,2021-04-08,2021,4,8,37.89,20.18,0.0
Aligarh,2021-04-09,2021,4,9,38.54,18.47,0.0
Aligarh,2021-04-10,2021,4,10,38.96,18.88,0.0
Aligarh,2021-04-11,2021,4,11,40.4,19.68,0.0
Aligarh,2021-04-12,2021,4,12,40.6,22.9,0.0
Aligarh,2021-04-13,2021,4,13,41.27,23.61,0.0
Aligarh,2021-04-14,2021,4,14,42.27,23.99,0.0
Aligarh,2021-04-15,2021,4,15,41.57,26.28,0.0
Aligarh,2021-04-16,2021,4,16,41.48,24.21,2.13
Aligarh,2021-04-17,2021,4,17,38.18,23.45,0.31
Aligarh,2021-04-18,2021,4,18,38.63,21.55,0.01
Aligarh,2021-04-19,2021,4,19,40.1,23.74,0.0
Aligarh,2021-04-20,2021,4,20,37.86,22.86,0.02
Aligarh,2021-04-21,2021,4,21,37.17,22.3,0.19
Aligarh,2021-04-22,2021,4,22,35.31,20.64,0.03
Aligarh,2021-04-23,2021,4,23,39.71,21.65,0.03
Aligarh,2021-04-24,2021,4,24,37.67,19.38,0.07
Aligarh,2021-04-25,2021,4,25,39.79,20.02,0.0
Aligarh,2021-04-26,2021,4,26,41.36,20.45,0.0
Aligarh,2021-04-27,2021,4,27,43.17,25.54,0.0
Aligarh,2021-04-28,2021,4,28,44.37,25.88,0.0
Aligarh,2021-04-29,2021,4,29,44.07,28.11,0.0
Aligarh,2021-04-30,2021,4,30,42.56,27.38,0.28
Aligarh,2021-11-01,2021,11,1,28.39,12.94,0.0
Aligarh,2021-11-02,2021,11,2,27.1,12.63,0.0
Aligarh,2021-11-03,2021,11,3,26.91,13.31,0.0
Aligarh,2021-11-04,2021,11,4,26.64,13.96,0.0
Aligarh,2021-11-05,2021,11,5,25.93,13.8,0.0
Aligarh,2021-11-06,2021,11,6,26.09,12.99,0.0
Aligarh,2021-11-07,2021,11,7,26.34,12.9,0.0
Aligarh,2021-11-08,2021,11,8,26.35,12.25,0.0
Aligarh,2021-11-09,2021,11,9,26.3,12.24,0.0
Aligarh,2021-11-10,2021,11,10,27.25,12.39,0.0
Aligarh,2021-11-11,2021,11,11,26.73,13.48,0.0
Aligarh,2021-11-12,2021,11,12,25.34,13.48,0.0
Aligarh,2021-11-13,2021,11,13,26.13,10.91,0.0
Aligarh,2021-11-14,2021,11,14,25.46,10.82,0.0
Aligarh,2021-11-15,2021,11,15,24.4,11.04,0.0
Aligarh,2021-11-16,2021,11,16,24.67,9.9,0.0
Aligarh,2021-11-17,2021,11,17,23.53,10.87,0.0
Aligarh,2021-11-18,2021,11,18,23.15,11.47,0.0
Aligarh,2021-11-19,2021,11,19,24.65,11.64,0.03
Aligarh,2021-11-20,2021,11,20,18.5,13.75,0.02
Aligarh,2021-11-21,2021,11,21,26.11,10.82,0.0
Aligarh,2021-11-22,2021,11,22,25.75,9.44,0.0
Aligarh,2021-11-23,2021,11,23,25.07,7.99,0.0
Aligarh,2021-11-24,2021,11,24,25.48,8.97,0.0
Aligarh,2021-11-25,2021,11,25,25.41,8.4,0.0
Aligarh,2021-11-26,2021,11,26,25.11,12.17,0.0
Aligarh,2021-11-27,2021,11,27,24.2,10.14,0.0
Aligarh,2021-11-28,2021,11,28,25.34,11.19,0.0
Aligarh,2021-11-29,2021,11,29,25.22,11.87,0.0
Aligarh,2021-11-30,2021,11,30,24.34,8.28,0.0
Aligarh,2021-12-01,2021,12,1,19.61,12.41,0.0
Aligarh,2021-12-02,2021,12,2,19.87,10.72,0.04
Aligarh,2021-12-03,2021,12,3,21.53,11.51,0.49
Aligarh,2021-12-04,2021,12,4,25.01,10.74,0.0
Aligarh,2021-12-05,2021,12,5,25.76,12.08,0.01
Aligarh,2021-12-06,2021,12,6,24.81,13.04,0.18
Aligarh,2021-12-07,2021,12,7,23.87,8.95,0.0
Aligarh,2021-12-08,2021,12,8,23.64,7.61,0.0
Aligarh,2021-12-09,2021,12,9,23.38,10.53,0.0
Aligarh,2021-12-10,2021,12,10,22.53,9.9,0.0
Aligarh,2021-12-11,2021,12,11,22.83,6.76,0.0
Aligarh,2021-12-12,2021,12,12,21.87,10.05,0.0
Aligarh,2021-12-13,2021,12,13,18.26,7.89,0.0
Aligarh,2021-12-14,2021,12,14,20.49,7.64,0.0
Aligarh,2021-12-15,2021,12,15,22.21,8.14,0.0
Aligarh,2021-12-16,2021,12,16,21.56,7.98,0.0
Aligarh,2021-12-17,2021,12,17,19.26,5.43,0.0
Aligarh,2021-12-18,2021,12,18,18.22,2.79,0.0
Aligarh,2021-12-19,2021,12,19,18.42,1.4,0.0
Aligarh,2021-12-20,2021,12,20,19.18,1.31,0.0
Aligarh,2021-12-21,2021,12,21,21.11,6.1,0.0
Aligarh,2021-12-22,2021,12,22,21.42,7.56,0.0
Aligarh,2021-12-23,2021,12,23,22.2,7.34,0.0
Aligarh,2021-12-24,2021,12,24,23.18,7.34,0.0
Aligarh,2021-12-25,2021,12,25,21.96,9.15,0.0
Aligarh,2021-12-26,2021,12,26,20.57,9.22,0.25
Aligarh,2021-12-27,2021,12,27,21.68,9.57,1.81
Aligarh,2021-12-28,2021,12,28,18.0,11.21,1.35
Aligarh,2021-12-29,2021,12,29,21.01,9.41,0.23
Aligarh,2021-12-30,2021,12,30,20.08,5.9,0.0
Aligarh,2021-12-31,2021,12,31,19.68,4.51,0.0
Aligarh,2022-01-01,2022,1,1,20.21,5.27,0.0
Aligarh,2022-01-02,2022,1,2,21.07,7.98,0.0
Aligarh,2022-01-03,2022,1,3,20.92,7.24,0.0
Aligarh,2022-01-04,2022,1,4,23.37,8.54,0.0
Aligarh,2022-01-05,2022,1,5,20.15,10.05,6.93
Aligarh,2022-01-06,2022,1,6,16.58,11.13,2.14
Aligarh,2022-01-07,2022,1,7,20.24,11.2,7.3
Aligarh,2022-01-08,2022,1,8,18.43,12.96,24.48
Aligarh,2022-01-09,2022,1,9,20.07,11.15,6.06
Aligarh,2022-01-10,2022,1,10,18.47,7.54,0.16
Aligarh,2022-01-11,2022,1,11,18.6,5.13,0.02
Aligarh,2022-01-12,2022,1,12,17.77,3.96,0.0
Aligarh,2022-01-13,2022,1,13,17.94,6.41,0.0
Aligarh,2022-01-14,2022,1,14,17.81,5.35,0.0
Aligarh,2022-01-15,2022,1,15,17.68,4.97,0.0
Aligarh,2022-01-16,2022,1,16,18.05,4.68,0.0
Aligarh,2022-01-17,2022,1,17,17.43,5.36,0.0
Aligarh,2022-01-18,2022,1,18,19.04,4.86,0.0
Aligarh,2022-01-19,2022,1,19,17.21,4.63,0.01
Aligarh,2022-01-20,2022,1,20,18.83,7.29,0.28
Aligarh,2022-01-21,2022,1,21,20.75,8.3,0.01
Aligarh,2022-01-22,2022,1,22,13.74,8.38,15.15
Aligarh,2022-01-23,2022,1,23,17.02,9.0,5.37
Aligarh,2022-01-24,2022,1,24,16.34,6.28,0.16
Aligarh,2022-01-25,2022,1,25,16.91,4.47,0.0
Aligarh,2022-01-26,2022,1,26,16.48,4.71,0.0
Aligarh,2022-01-27,2022,1,27,18.91,4.09,0.0
Aligarh,2022-01-28,2022,1,28,19.95,3.05,0.0
Aligarh,2022-01-29,2022,1,29,21.15,4.01,0.0
Aligarh,2022-01-30,2022,1,30,22.81,5.21,0.0
Aligarh,2022-01-31,2022,1,31,23.6,7.91,0.0
Aligarh,2022-02-01,2022,2,1,23.73,9.22,0.0
Aligarh,2022-02-02,2022,2,2,21.94,5.19,0.0
Aligarh,2022-02-03,2022,2,3,20.67,7.89,2.7
Aligarh,2022-02-04,2022,2,4,17.68,7.38,0.49
Aligarh,2022-02-05,2022,2,5,20.04,5.09,0.09
Aligarh,2022-02-06,2022,2,6,21.4,5.7,0.0
Aligarh,2022-02-07,2022,2,7,24.08,6.02,0.0
Aligarh,2022-02-08,2022,2,8,24.63,9.0,4.91
Aligarh,2022-02-09,2022,2,9,17.72,10.44,9.06
Aligarh,2022-02-10,2022,2,10,21.82,7.85,0.0
Aligarh,2022-02-11,2022,2,11,21.56,5.81,0.0
Aligarh,2022-02-12,2022,2,12,23.54,5.31,0.0
Aligarh,2022-02-13,2022,2,13,24.09,8.78,0.0
Aligarh,2022-02-14,2022,2,14,24.4,7.71,0.0
Aligarh,2022-02-15,2022,2,15,25.27,8.87,0.0
Aligarh,2022-02-16,2022,2,16,26.03,10.1,0.0
Aligarh,2022-02-17,2022,2,17,26.19,10.01,0.0
Aligarh,2022-02-18,2022,2,18,27.22,10.32,0.67
Aligarh,2022-02-19,2022,2,19,26.08,9.1,0.01
Aligarh,2022-02-20,2022,2,20,25.1,8.34,0.0
Aligarh,2022-02-21,2022,2,21,26.17,7.22,0.0
Aligarh,2022-02-22,2022,2,22,27.47,9.14,0.0
Aligarh,2022-02-23,2022,2,23,24.81,10.45,0.0
Aligarh,2022-02-24,2022,2,24,26.55,10.87,0.0
Aligarh,2022-02-25,2022,2,25,28.15,13.16,2.7
Aligarh,2022-02-26,2022,2,26,25.42,11.76,2.36
Aligarh,2022-02-27,2022,2,27,26.66,11.59,0.0
Aligarh,2022-02-28,2022,2,28,26.17,8.51,0.0
Aligarh,2022-03-01,2022,3,1,27.61,9.3,0.0
Aligarh,2022-03-02,2022,3,2,28.03,12.58,0.0
Aligarh,2022-03-03,2022,3,3,29.31,12.34,0.0
Aligarh,2022-03-04,2022,3,4,29.05,14.25,0.0
Aligarh,2022-03-05,2022,3,5,28.86,10.61,0.0
Aligarh,2022-03-06,2022,3,6,26.94,12.99,0.0
Aligarh,2022-03-07,2022,3,7,29.38,13.68,0.0
Aligarh,2022-03-08,2022,3,8,31.9,14.62,0.0
Aligarh,2022-03-09,2022,3,9,32.92,12.97,0.0
Aligarh,2022-03-10,2022,3,10,31.61,13.88,0.0
Aligarh,2022-03-11,2022,3,11,32.14,14.11,0.0
Aligarh,2022-03-12,2022,3,12,31.95,13.22,0.0
Aligarh,2022-03-13,2022,3,13,34.27,15.49,0.0
Aligarh,2022-03-14,2022,3,14,34.97,18.19,0.0
Aligarh,2022-03-15,2022,3,15,36.61,20.24,0.0
Aligarh,2022-03-16,2022,3,16,37.59,17.84,0.0
Aligarh,2022-03-17,2022,3,17,36.94,18.25,0.0
Aligarh,2022-03-18,2022,3,18,36.55,19.64,0.0
Aligarh,2022-03-19,2022,3,19,37.6,21.03,0.0
Aligarh,2022-03-20,2022,3,20,39.07,20.76,0.0
Aligarh,2022-03-21,2022,3,21,37.88,21.81,0.0
Aligarh,2022-03-22,2022,3,22,37.67,18.85,0.0
Aligarh,2022-03-23,2022,3,23,37.74,17.29,0.0
Aligarh,2022-03-24,2022,3,24,37.26,19.61,0.0
Aligarh,2022-03-25,2022,3,25,37.93,18.88,0.0
Aligarh,2022-03-26,2022,3,26,37.28,16.93,0.0
Aligarh,2022-03-27,2022,3,27,39.2,15.99,0.0
Aligarh,2022-03-28,2022,3,28,39.29,20.15,0.0
Aligarh,2022-03-29,2022,3,29,41.36,21.19,0.0
Aligarh,2022-03-30,2022,3,30,41.4,21.99,0.0
Aligarh,2022-03-31,2022,3,31,42.02,20.66,0.0
Aligarh,2022-04-01,2022,4,1,39.8,20.2,0.0
Aligarh,2022-04-02,2022,4,2,40.37,19.85,0.0
Aligarh,2022-04-03,2022,4,3,41.79,18.82,0.0
Aligarh,2022-04-04,2022,4,4,41.17,20.47,0.0
Aligarh,2022-04-05,2022,4,5,41.68,20.22,0.0
Aligarh,2022-04-06,2022,4,6,41.88,22.23,0.0
Aligarh,2022-04-07,2022,4,7,42.33,23.5,0.0
Aligarh,2022-04-08,2022,4,8,43.46,23.68,0.0
Aligarh,2022-04-09,2022,4,9,43.98,25.57,0.0
Aligarh,2022-04-10,2022,4,10,44.43,23.35,0.0
Aligarh,2022-04-11,2022,4,11,44.38,24.94,0.0
Aligarh,2022-04-12,2022,4,12,43.01,26.35,0.0
Aligarh,2022-04-13,2022,4,13,42.4,23.41,0.0
Aligarh,2022-04-14,2022,4,14,42.11,24.22,0.0
Aligarh,2022-04-15,2022,4,15,41.24,23.54,0.09
Aligarh,2022-04-16,2022,4,16,42.19,23.88,0.0
Aligarh,2022-04-17,2022,4,17,42.69,22.19,0.0
Aligarh,2022-04-18,2022,4,18,43.99,23.47,0.0
Aligarh,2022-04-19,2022,4,19,44.16,27.87,0.0
Aligarh,2022-04-20,2022,4,20,43.78,26.43,0.0
Aligarh,2022-04-21,2022,4,21,34.28,26.38,0.24
Aligarh,2022-04-22,2022,4,22,41.14,23.97,0.0
Aligarh,2022-04-23,2022,4,23,41.61,24.25,0.0
Aligarh,2022-04-24,2022,4,24,42.28,23.89,0.0
Aligarh,2022-04-25,2022,4,25,43.05,25.41,0.0
Aligarh,2022-04-26,2022,4,26,43.65,27.09,0.0
Aligarh,2022-04-27,2022,4,27,44.09,27.62,0.0
Aligarh,2022-04-28,2022,4,28,45.91,27.11,0.0
Aligarh,2022-04-29,2022,4,29,46.42,29.2,0.0
Aligarh,2022-04-30,2022,4,30,46.18,27.01,0.0
Aligarh,2022-11-01,2022,11,1,27.63,15.47,0.0
Aligarh,2022-11-02,2022,11,2,28.48,16.23,0.0
Aligarh,2022-11-03,2022,11,3,29.33,15.45,0.0
Aligarh,2022-11-04,2022,11,4,28.75,17.42,0.0
Aligarh,2022-11-05,2022,11,5,26.09,16.72,0.0
Aligarh,2022-11-06,2022,11,6,26.84,16.54,0.0
Aligarh,2022-11-07,2022,11,7,27.0,18.57,0.0
Aligarh,2022-11-08,2022,11,8,27.33,17.57,0.0
Aligarh,2022-11-09,2022,11,9,25.73,16.76,0.0
Aligarh,2022-11-10,2022,11,10,27.64,17.12,0.0
Aligarh,2022-11-11,2022,11,11,26.45,13.39,0.0
Aligarh,2022-11-12,2022,11,12,26.75,11.67,0.0
Aligarh,2022-11-13,2022,11,13,25.73,11.64,0.0
Aligarh,2022-11-14,2022,11,14,26.96,14.75,0.0
Aligarh,2022-11-15,2022,11,15,27.67,12.6,0.0
Aligarh,2022-11-16,2022,11,16,25.57,13.56,0.0
Aligarh,2022-11-17,2022,11,17,24.4,11.02,0.0
Aligarh,2022-11-18,2022,11,18,23.97,10.05,0.0
Aligarh,2022-11-19,2022,11,19,23.93,11.94,0.0
Aligarh,2022-11-20,2022,11,20,25.14,10.34,0.0
Aligarh,2022-11-21,2022,11,21,25.82,9.69,0.0
Aligarh,2022-11-22,2022,11,22,25.31,9.47,0.0
Aligarh,2022-11-23,2022,11,23,24.89,8.45,0.0
Aligarh,2022-11-24,2022,11,24,24.74,7.81,0.0
Aligarh,2022-11-25,2022,11,25,24.66,11.98,0.0
Aligarh,2022-11-26,2022,11,26,25.77,9.18,0.0
Aligarh,2022-11-27,2022,11,27,25.12,9.72,0.0
Aligarh,2022-11-28,2022,11,28,24.72,11.13,0.0
Aligarh,2022-11-29,2022,11,29,23.76,11.21,0.0
Aligarh,2022-11-30,2022,11,30,24.17,11.28,0.0
Aligarh,2022-12-01,2022,12,1,24.26,9.34,0.0
Aligarh,2022-12-02,2022,12,2,24.04,11.14,0.0
Aligarh,2022-12-03,2022,12,3,23.62,11.59,0.0
Aligarh,2022-12-04,2022,12,4,23.72,10.52,0.0
Aligarh,2022-12-05,2022,12,5,23.38,10.13,0.0
Aligarh,2022-12-06,2022,12,6,23.29,7.9,0.0
Aligarh,2022-12-07,2022,12,7,23.26,6.45,0.0
Aligarh,2022-12-08,2022,12,8,23.73,7.07,0.0
Aligarh,2022-12-09,2022,12,9,24.95,8.34,0.0
Aligarh,2022-12-10,2022,12,10,26.16,10.17,0.0
Aligarh,2022-12-11,2022,12,11,27.44,8.57,0.0
Aligarh,2022-12-12,2022,12,12,27.1,9.25,0.0
Aligarh,2022-12-13,2022,12,13,26.27,8.96,0.0
Aligarh,2022-12-14,2022,12,14,23.89,8.69,0.0
Aligarh,2022-12-15,2022,12,15,22.56,5.93,0.0
Aligarh,2022-12-16,2022,12,16,23.1,6.39,0.0
Aligarh,2022-12-17,2022,12,17,23.2,6.55,0.0
Aligarh,2022-12-18,2022,12,18,22.6,9.15,0.0
Aligarh,2022-12-19,2022,12,19,22.57,8.28,0.0
Aligarh,2022-12-20,2022,12,20,23.21,6.73,0.0
Aligarh,2022-12-21,2022,12,21,23.71,7.69,0.0
Aligarh,2022-12-22,2022,12,22,21.89,6.77,0.0
Aligarh,2022-12-23,2022,12,23,23.93,7.71,0.0
Aligarh,2022-12-24,2022,12,24,22.06,7.74,0.0
Aligarh,2022-12-25,2022,12,25,19.45,4.4,0.0
Aligarh,2022-12-26,2022,12,26,19.92,4.87,0.0
Aligarh,2022-12-27,2022,12,27,22.09,4.53,0.0
Aligarh,2022-12-28,2022,12,28,22.95,5.87,0.0
Aligarh,2022-12-29,2022,12,29,22.02,6.66,0.0
Aligarh,2022-12-30,2022,12,30,21.31,10.42,0.0
Aligarh,2022-12-31,2022,12,31,21.38,7.35,0.0
Aligarh,2023-01-01,2023,1,1,20.41,6.14,0.0
Aligarh,2023-01-02,2023,1,2,19.59,6.09,0.0
Aligarh,2023-01-03,2023,1,3,18.78,4.6,0.0
Aligarh,2023-01-04,2023,1,4,17.54,1.97,0.0
Aligarh,2023-01-05,2023,1,5,18.03,2.18,0.0
Aligarh,2023-01-06,2023,1,6,17.6,1.47,0.0
Aligarh,2023-01-07,2023,1,7,19.97,1.47,0.0
Aligarh,2023-01-08,2023,1,8,22.37,3.5,0.0
Aligarh,2023-01-09,2023,1,9,21.58,5.9,0.0
Aligarh,2023-01-10,2023,1,10,22.29,6.53,0.0
Aligarh,2023-01-11,2023,1,11,23.03,6.24,0.14
Aligarh,2023-01-12,2023,1,12,21.84,8.66,12.19
Aligarh,2023-01-13,2023,1,13,22.88,12.24,0.02
Aligarh,2023-01-14,2023,1,14,21.24,5.82,0.0
Aligarh,2023-01-15,2023,1,15,17.52,0.63,0.0
Aligarh,2023-01-16,2023,1,16,18.91,1.35,0.0
Aligarh,2023-01-17,2023,1,17,19.62,1.58,0.0
Aligarh,2023-01-18,2023,1,18,19.22,1.82,0.0
Aligarh,2023-01-19,2023,1,19,20.14,3.56,0.0
Aligarh,2023-01-20,2023,1,20,21.69,5.32,0.0
Aligarh,2023-01-21,2023,1,21,22.85,7.57,0.0
Aligarh,2023-01-22,2023,1,22,23.81,8.27,0.0
Aligarh,2023-01-23,2023,1,23,25.06,9.32,0.42
Aligarh,2023-01-24,2023,1,24,21.78,13.58,3.42
Aligarh,2023-01-25,2023,1,25,22.47,11.76,0.11
Aligarh,2023-01-26,2023,1,26,23.7,9.99,0.16
Aligarh,2023-01-27,2023,1,27,22.14,5.91,0.0
Aligarh,2023-01-28,2023,1,28,24.2,4.18,0.0
Aligarh,2023-01-29,2023,1,29,25.53,6.62,0.61
Aligarh,2023-01-30,2023,1,30,22.81,9.9,13.51
Aligarh,2023-01-31,2023,1,31,23.31,8.89,0.2
Aligarh,2023-02-01,2023,2,1,22.87,6.08,0.0
Aligarh,2023-02-02,2023,2,2,24.74,5.37,0.0
Aligarh,2023-02-03,2023,2,3,25.59,7.36,0.0
Aligarh,2023-02-04,2023,2,4,27.18,8.8,0.0
Aligarh,2023-02-05,2023,2,5,26.48,9.59,0.0
Aligarh,2023-02-06,2023,2,6,28.76,12.27,0.0
Aligarh,2023-02-07,2023,2,7,27.17,11.35,0.0
Aligarh,2023-02-08,2023,2,8,25.81,7.98,0.0
Aligarh,2023-02-09,2023,2,9,27.96,8.68,0.0
Aligarh,2023-02-10,2023,2,10,29.77,10.46,0.0
Aligarh,2023-02-11,2023,2,11,28.42,12.41,0.0
Aligarh,2023-02-12,2023,2,12,25.31,8.65,0.0
Aligarh,2023-02-13,2023,2,13,24.86,6.8,0.0
Aligarh,2023-02-14,2023,2,14,26.81,7.04,0.0
Aligarh,2023-02-15,2023,2,15,28.96,9.84,0.0
Aligarh,2023-02-16,2023,2,16,28.57,11.13,0.0
Aligarh,2023-02-17,2023,2,17,29.05,12.58,0.0
Aligarh,2023-02-18,2023,2,18,29.8,14.73,0.0
Aligarh,2023-02-19,2023,2,19,30.14,14.17,0.0
Aligarh,2023-02-20,2023,2,20,33.39,13.82,0.0
Aligarh,2023-02-21,2023,2,21,32.46,13.0,0.0
Aligarh,2023-02-22,2023,2,22,31.22,13.68,0.0
Aligarh,2023-02-23,2023,2,23,30.98,11.98,0.0
Aligarh,2023-02-24,2023,2,24,31.05,10.74,0.0
Aligarh,2023-02-25,2023,2,25,31.19,12.77,0.0
Aligarh,2023-02-26,2023,2,26,31.9,15.8,0.0
Aligarh,2023-02-27,2023,2,27,32.31,16.42,0.0
Aligarh,2023-02-28,2023,2,28,32.88,15.89,0.0
Aligarh,2023-03-01,2023,3,1,32.43,14.4,0.0
Aligarh,2023-03-02,2023,3,2,32.91,15.33,0.0
Aligarh,2023-03-03,2023,3,3,33.84,16.35,0.0
Aligarh,2023-03-04,2023,3,4,32.61,15.78,0.0
Aligarh,2023-03-05,2023,3,5,32.99,14.31,0.0
Aligarh,2023-03-06,2023,3,6,32.59,15.01,0.0
Aligarh,2023-03-07,2023,3,7,32.51,14.73,0.0
Aligarh,2023-03-08,2023,3,8,32.03,15.86,0.1
Aligarh,2023-03-09,2023,3,9,29.6,18.26,3.59
Aligarh,2023-03-10,2023,3,10,31.54,15.54,0.0
Aligarh,2023-03-11,2023,3,11,32.54,16.78,0.0
Aligarh,2023-03-12,2023,3,12,33.97,16.64,0.0
Aligarh,2023-03-13,2023,3,13,30.89,20.76,0.0
Aligarh,2023-03-14,2023,3,14,34.7,17.17,0.05
Aligarh,2023-03-15,2023,3,15,34.73,19.15,0.01
Aligarh,2023-03-16,2023,3,16,33.07,19.7,0.0
Aligarh,2023-03-17,2023,3,17,29.82,19.65,0.45
Aligarh,2023-03-18,2023,3,18,28.01,17.65,5.35
Aligarh,2023-03-19,2023,3,19,29.29,17.82,2.55
Aligarh,2023-03-20,2023,3,20,26.6,16.62,13.93
Aligarh,2023-03-21,2023,3,21,27.12,16.04,3.11
Aligarh,2023-03-22,2023,3,22,30.28,15.64,0.08
Aligarh,2023-03-23,2023,3,23,31.43,15.76,0.15
Aligarh,2023-03-24,2023,3,24,32.05,18.62,7.29
Aligarh,2023-03-25,2023,3,25,32.17,17.43,0.44
Aligarh,2023-03-26,2023,3,26,32.99,17.37,0.0
Aligarh,2023-03-27,2023,3,27,32.27,16.52,0.0
Aligarh,2023-03-28,2023,3,28,33.3,15.44,0.0
Aligarh,2023-03-29,2023,3,29,34.47,19.1,0.0
Aligarh,2023-03-30,2023,3,30,34.83,20.43,4.56
Aligarh,2023-03-31,2023,3,31,25.96,19.03,14.73
Aligarh,2023-04-01,2023,4,1,29.19,17.41,3.85
Aligarh,2023-04-02,2023,4,2,32.81,17.81,0.0
Aligarh,2023-04-03,2023,4,3,33.71,18.92,6.3
Aligarh,2023-04-04,2023,4,4,33.53,19.44,0.02
Aligarh,2023-04-05,2023,4,5,34.44,17.86,0.0
Aligarh,2023-04-06,2023,4,6,35.38,17.6,0.0
Aligarh,2023-04-07,2023,4,7,35.58,17.71,0.0
Aligarh,2023-04-08,2023,4,8,36.07,15.45,0.0
Aligarh,2023-04-09,2023,4,9,36.33,16.98,0.0
Aligarh,2023-04-10,2023,4,10,37.11,17.02,0.0
Aligarh,2023-04-11,2023,4,11,38.04,18.81,0.0
Aligarh,2023-04-12,2023,4,12,39.4,20.65,0.0
Aligarh,2023-04-13,2023,4,13,39.42,20.59,0.0
Aligarh,2023-04-14,2023,4,14,37.92,21.2,0.0
Aligarh,2023-04-15,2023,4,15,40.85,21.62,0.0
Aligarh,2023-04-16,2023,4,16,41.58,24.47,0.0
Aligarh,2023-04-17,2023,4,17,41.38,23.93,0.0
Aligarh,2023-04-18,2023,4,18,41.64,23.46,0.0
Aligarh,2023-04-19,2023,4,19,39.12,23.63,0.0
Aligarh,2023-04-20,2023,4,20,38.11,23.87,0.25
Aligarh,2023-04-21,2023,4,21,36.63,23.85,0.94
Aligarh,2023-04-22,2023,4,22,37.28,21.58,0.85
Aligarh,2023-04-23,2023,4,23,34.69,20.86,0.03
Aligarh,2023-04-24,2023,4,24,35.5,18.61,0.04
Aligarh,2023-04-25,2023,4,25,35.16,19.93,0.01
Aligarh,2023-04-26,2023,4,26,35.09,21.53,0.0
Aligarh,2023-04-27,2023,4,27,38.41,24.3,0.02
Aligarh,2023-04-28,2023,4,28,36.15,22.51,0.14
Aligarh,2023-04-29,2023,4,29,34.65,24.09,0.43
Aligarh,2023-04-30,2023,4,30,32.86,22.62,3.13
Aligarh,2023-11-01,2023,11,1,32.74,19.44,0.0
Aligarh,2023-11-02,2023,11,2,32.2,19.26,0.0
Aligarh,2023-11-03,2023,11,3,30.6,18.59,0.0
Aligarh,2023-11-04,2023,11,4,31.78,18.45,0.0
Aligarh,2023-11-05,2023,11,5,29.6,18.99,0.0
Aligarh,2023-11-06,2023,11,6,31.36,16.27,0.0
Aligarh,2023-11-07,2023,11,7,30.67,18.7,0.0
Aligarh,2023-11-08,2023,11,8,31.41,18.81,0.0
Aligarh,2023-11-09,2023,11,9,31.45,17.9,0.0
Aligarh,2023-11-10,2023,11,10,29.86,18.13,6.0
Aligarh,2023-11-11,2023,11,11,27.71,15.49,0.48
Aligarh,2023-11-12,2023,11,12,28.32,13.72,0.0
Aligarh,2023-11-13,2023,11,13,28.34,14.18,0.0
Aligarh,2023-11-14,2023,11,14,26.23,15.75,0.0
Aligarh,2023-11-15,2023,11,15,27.2,12.69,0.0
Aligarh,2023-11-16,2023,11,16,27.64,14.51,0.0
Aligarh,2023-11-17,2023,11,17,28.17,15.46,0.0
Aligarh,2023-11-18,2023,11,18,27.08,14.72,0.0
Aligarh,2023-11-19,2023,11,19,26.24,15.01,0.0
Aligarh,2023-11-20,2023,11,20,27.8,14.25,0.0
Aligarh,2023-11-21,2023,11,21,27.39,13.1,0.0
Aligarh,2023-11-22,2023,11,22,26.03,11.61,0.0
Aligarh,2023-11-23,2023,11,23,26.4,13.12,0.0
Aligarh,2023-11-24,2023,11,24,26.25,14.06,0.0
Aligarh,2023-11-25,2023,11,25,26.49,12.02,0.0
Aligarh,2023-11-26,2023,11,26,23.33,15.08,0.0
Aligarh,2023-11-27,2023,11,27,22.87,14.35,0.03
Aligarh,2023-11-28,2023,11,28,25.08,14.98,3.83
Aligarh,2023-11-29,2023,11,29,24.85,15.42,0.15
Aligarh,2023-11-30,2023,11,30,25.44,13.63,0.01
Aligarh,2023-12-01,2023,12,1,26.74,14.19,0.0
Aligarh,2023-12-02,2023,12,2,26.55,14.25,0.0
Aligarh,2023-12-03,2023,12,3,27.54,13.87,0.75
Aligarh,2023-12-04,2023,12,4,25.26,14.77,1.32
Aligarh,2023-12-05,2023,12,5,26.45,12.66,0.02
Aligarh,2023-12-06,2023,12,6,26.76,11.43,0.0
Aligarh,2023-12-07,2023,12,7,25.52,13.79,0.0
Aligarh,2023-12-08,2023,12,8,26.67,11.99,0.0
Aligarh,2023-12-09,2023,12,9,25.93,10.02,0.0
Aligarh,2023-12-10,2023,12,10,24.73,8.91,0.0
Aligarh,2023-12-11,2023,12,11,24.43,9.96,0.0
Aligarh,2023-12-12,2023,12,12,23.82,9.02,0.0
