District,Date,Year,Month,Day,Tmax,Tmin,Rainfall
Aligarh,2010-01-01,2010,1,1,22.42,4.63,0.0
Aligarh,2010-01-02,2010,1,2,22.32,8.08,0.0
Aligarh,2010-01-03,2010,1,3,22.1,8.63,0.74
Aligarh,2010-01-04,2010,1,4,20.88,7.07,0.0
Aligarh,2010-01-05,2010,1,5,21.15,4.86,0.0
Aligarh,2010-01-06,2010,1,6,21.03,4.73,0.0
Aligarh,2010-01-07,2010,1,7,20.57,8.27,0.0
Aligarh,2010-01-08,2010,1,8,20.35,8.24,0.0
Aligarh,2010-01-09,2010,1,9,21.67,6.67,0.0
Aligarh,2010-01-10,2010,1,10,22.26,5.61,0.0
Aligarh,2010-01-11,2010,1,11,22.95,4.56,0.0
Aligarh,2010-01-12,2010,1,12,23.4,6.74,0.04
Aligarh,2010-01-13,2010,1,13,16.15,8.51,4.22
Aligarh,2010-01-14,2010,1,14,20.45,5.66,0.0
Aligarh,2010-01-15,2010,1,15,21.68,4.67,0.0
Aligarh,2010-01-16,2010,1,16,23.04,5.09,0.0
Aligarh,2010-01-17,2010,1,17,23.29,6.18,0.0
Aligarh,2010-01-18,2010,1,18,23.9,7.82,0.0
Aligarh,2010-01-19,2010,1,19,24.06,7.33,0.0
Aligarh,2010-01-20,2010,1,20,22.55,6.08,0.0
Aligarh,2010-01-21,2010,1,21,23.82,4.72,0.0
Aligarh,2010-01-22,2010,1,22,22.21,8.81,0.0
Aligarh,2010-01-23,2010,1,23,24.67,8.2,0.0
Aligarh,2010-01-24,2010,1,24,25.23,8.63,0.0
Aligarh,2010-01-25,2010,1,25,24.74,8.22,0.0
Aligarh,2010-01-26,2010,1,26,25.04,8.77,0.0
Aligarh,2010-01-27,2010,1,27,24.77,10.04,0.0
Aligarh,2010-01-28,2010,1,28,24.64,10.51,0.0
Aligarh,2010-01-29,2010,1,29,25.94,8.23,0.0
Aligarh,2010-01-30,2010,1,30,26.75,9.94,0.0
Aligarh,2010-01-31,2010,1,31,25.2,7.1,0.0
Aligarh,2010-02-01,2010,2,1,23.46,8.68,0.0
Aligarh,2010-02-02,2010,2,2,25.01,8.41,0.0
Aligarh,2010-02-03,2010,2,3,25.56,7.09,0.0
Aligarh,2010-02-04,2010,2,4,26.45,7.34,0.0
Aligarh,2010-02-05,2010,2,5,26.45,8.6,0.0
Aligarh,2010-02-06,2010,2,6,28.33,9.33,0.0
Aligarh,2010-02-07,2010,2,7,27.34,13.09,0.0
Aligarh,2010-02-08,2010,2,8,24.17,14.44,5.7
Aligarh,2010-02-09,2010,2,9,24.68,11.27,6.57
Aligarh,2010-02-10,2010,2,10,24.92,10.25,0.14
Aligarh,2010-02-11,2010,2,11,26.22,9.37,0.0
Aligarh,2010-02-12,2010,2,12,22.0,12.17,4.93
Aligarh,2010-02-13,2010,2,13,25.15,10.4,0.0
Aligarh,2010-02-14,2010,2,14,25.93,9.29,0.0
Aligarh,2010-02-15,2010,2,15,25.75,9.21,0.02
Aligarh,2010-02-16,2010,2,16,27.29,13.19,0.07
Aligarh,2010-02-17,2010,2,17,25.63,9.87,0.0
Aligarh,2010-02-18,2010,2,18,26.21,6.01,0.0
Aligarh,2010-02-19,2010,2,19,27.67,7.44,0.0
Aligarh,2010-02-20,2010,2,20,28.38,7.94,0.0
Aligarh,2010-02-21,2010,2,21,30.4,8.93,0.0
Aligarh,2010-02-22,2010,2,22,31.35,15.31,0.32
Aligarh,2010-02-23,2010,2,23,27.88,14.06,2.85
Aligarh,2010-02-24,2010,2,24,29.0,14.26,0.0
Aligarh,2010-02-25,2010,2,25,29.89,12.59,0.0
Aligarh,2010-02-26,2010,2,26,31.2,13.43,0.0
Aligarh,2010-02-27,2010,2,27,32.53,13.93,0.0
Aligarh,2010-02-28,2010,2,28,34.07,14.65,0.0
Aligarh,2010-03-01,2010,3,1,33.98,18.88,0.0
Aligarh,2010-03-02,2010,3,2,34.59,16.35,0.0
Aligarh,2010-03-03,2010,3,3,32.27,16.93,0.0
Aligarh,2010-03-04,2010,3,4,33.45,16.22,1.07
Aligarh,2010-03-05,2010,3,5,32.63,15.49,0.02
Aligarh,2010-03-06,2010,3,6,29.1,14.64,0.0
Aligarh,2010-03-07,2010,3,7,31.96,16.42,0.0
Aligarh,2010-03-08,2010,3,8,30.94,13.4,0.0
Aligarh,2010-03-09,2010,3,9,31.72,12.66,0.0
Aligarh,2010-03-10,2010,3,10,32.47,12.67,0.0
Aligarh,2010-03-11,2010,3,11,33.31,12.81,0.0
Aligarh,2010-03-12,2010,3,12,33.56,14.61,0.0
Aligarh,2010-03-13,2010,3,13,35.37,14.19,0.0
Aligarh,2010-03-14,2010,3,14,35.57,15.76,0.0
Aligarh,2010-03-15,2010,3,15,36.92,16.99,0.0
Aligarh,2010-03-16,2010,3,16,37.23,17.17,0.0
Aligarh,2010-03-17,2010,3,17,37.07,16.17,0.0
Aligarh,2010-03-18,2010,3,18,36.9,17.04,0.0
Aligarh,2010-03-19,2010,3,19,37.18,19.02,0.0
Aligarh,2010-03-20,2010,3,20,38.69,17.78,0.0
Aligarh,2010-03-21,2010,3,21,41.79,19.78,0.0
Aligarh,2010-03-22,2010,3,22,41.69,21.2,0.0
Aligarh,2010-03-23,2010,3,23,40.5,19.83,0.0
Aligarh,2010-03-24,2010,3,24,41.03,19.5,0.0
Aligarh,2010-03-25,2010,3,25,41.09,21.54,0.0
Aligarh,2010-03-26,2010,3,26,41.34,24.24,0.0
Aligarh,2010-03-27,2010,3,27,39.94,21.96,0.0
Aligarh,2010-03-28,2010,3,28,40.28,21.13,0.0
Aligarh,2010-03-29,2010,3,29,41.26,20.42,0.0
Aligarh,2010-03-30,2010,3,30,40.54,19.8,0.0
Aligarh,2010-03-31,2010,3,31,40.05,21.93,0.0
Aligarh,2010-04-01,2010,4,1,39.39,20.55,0.0
Aligarh,2010-04-02,2010,4,2,40.61,20.58,0.0
Aligarh,2010-04-03,2010,4,3,39.96,25.58,0.0
Aligarh,2010-04-04,2010,4,4,40.78,25.86,0.0
Aligarh,2010-04-05,2010,4,5,40.75,23.7,0.0
Aligarh,2010-04-06,2010,4,6,39.77,22.07,0.0
Aligarh,2010-04-07,2010,4,7,41.11,18.78,0.0
Aligarh,2010-04-08,2010,4,8,42.52,20.69,0.0
Aligarh,2010-04-09,2010,4,9,41.46,24.21,0.0
Aligarh,2010-04-10,2010,4,10,43.16,22.5,0.0
Aligarh,2010-04-11,2010,4,11,43.59,23.56,0.0
Aligarh,2010-04-12,2010,4,12,43.6,25.21,0.0
Aligarh,2010-04-13,2010,4,13,42.35,26.25,0.0
Aligarh,2010-04-14,2010,4,14,43.02,23.77,0.0
Aligarh,2010-04-15,2010,4,15,44.09,22.93,0.0
Aligarh,2010-04-16,2010,4,16,45.69,24.09,0.0
Aligarh,2010-04-17,2010,4,17,45.64,26.39,0.0
Aligarh,2010-04-18,2010,4,18,45.18,28.23,0.0
Aligarh,2010-04-19,2010,4,19,42.24,28.35,0.0
Aligarh,2010-04-20,2010,4,20,44.05,27.1,0.01
Aligarh,2010-04-21,2010,4,21,43.19,26.68,0.0
Aligarh,2010-04-22,2010,4,22,40.91,25.79,0.0
Aligarh,2010-04-23,2010,4,23,41.09,24.32,0.0
Aligarh,2010-04-24,2010,4,24,41.8,22.81,0.0
Aligarh,2010-04-25,2010,4,25,42.42,24.78,0.0
Aligarh,2010-04-26,2010,4,26,43.56,25.34,0.0
Aligarh,2010-04-27,2010,4,27,43.1,27.01,0.0
Aligarh,2010-04-28,2010,4,28,43.4,27.97,0.06
Aligarh,2010-04-29,2010,4,29,43.23,28.3,1.92
Aligarh,2010-04-30,2010,4,30,42.29,28.91,0.02
Aligarh,2010-11-01,2010,11,1,26.6,16.28,0.0
Aligarh,2010-11-02,2010,11,2,27.13,16.44,0.0
Aligarh,2010-11-03,2010,11,3,26.94,15.46,0.0
Aligarh,2010-11-04,2010,11,4,26.17,14.15,0.0
Aligarh,2010-11-05,2010,11,5,26.06,15.89,0.0
Aligarh,2010-11-06,2010,11,6,26.8,16.49,0.0
Aligarh,2010-11-07,2010,11,7,28.16,15.99,0.0
Aligarh,2010-11-08,2010,11,8,27.69,16.89,0.0
Aligarh,2010-11-09,2010,11,9,27.98,17.24,0.3
Aligarh,2010-11-10,2010,11,10,26.81,16.2,0.0
Aligarh,2010-11-11,2010,11,11,26.31,14.26,0.0
Aligarh,2010-11-12,2010,11,12,26.68,16.5,0.0
Aligarh,2010-11-13,2010,11,13,22.34,16.8,3.08
Aligarh,2010-11-14,2010,11,14,21.77,16.45,0.31
Aligarh,2010-11-15,2010,11,15,24.84,17.88,0.01
Aligarh,2010-11-16,2010,11,16,23.92,17.84,0.85
Aligarh,2010-11-17,2010,11,17,24.3,17.53,9.93
Aligarh,2010-11-18,2010,11,18,25.48,18.61,2.54
Aligarh,2010-11-19,2010,11,19,26.2,15.28,0.9
Aligarh,2010-11-20,2010,11,20,23.01,10.12,0.0
Aligarh,2010-11-21,2010,11,21,24.21,9.2,0.0
Aligarh,2010-11-22,2010,11,22,23.39,13.34,0.8
Aligarh,2010-11-23,2010,11,23,23.25,12.11,0.11
Aligarh,2010-11-24,2010,11,24,19.57,13.54,7.02
Aligarh,2010-11-25,2010,11,25,23.7,14.11,0.2
Aligarh,2010-11-26,2010,11,26,25.29,14.47,0.04
Aligarh,2010-11-27,2010,11,27,24.58,10.53,0.0
Aligarh,2010-11-28,2010,11,28,24.07,10.53,0.0
Aligarh,2010-11-29,2010,11,29,24.01,9.18,0.0
Aligarh,2010-11-30,2010,11,30,22.28,6.65,0.0
Aligarh,2010-12-01,2010,12,1,21.82,7.29,0.0
Aligarh,2010-12-02,2010,12,2,21.37,9.89,0.0
Aligarh,2010-12-03,2010,12,3,21.23,8.73,0.0
Aligarh,2010-12-04,2010,12,4,20.46,9.31,0.0
Aligarh,2010-12-05,2010,12,5,20.91,9.98,0.0
Aligarh,2010-12-06,2010,12,6,21.76,9.72,0.0
Aligarh,2010-12-07,2010,12,7,22.62,8.56,0.0
Aligarh,2010-12-08,2010,12,8,22.38,9.91,0.0
Aligarh,2010-12-09,2010,12,9,22.77,11.97,0.0
Aligarh,2010-12-10,2010,12,10,20.59,8.37,0.0
Aligarh,2010-12-11,2010,12,11,19.55,4.67,0.0
Aligarh,2010-12-12,2010,12,12,20.95,5.88,0.0
Aligarh,2010-12-13,2010,12,13,22.07,6.7,0.0
Aligarh,2010-12-14,2010,12,14,21.02,6.41,0.0
Aligarh,2010-12-15,2010,12,15,20.61,4.71,0.0
Aligarh,2010-12-16,2010,12,16,21.11,7.32,0.0
Aligarh,2010-12-17,2010,12,17,22.41,7.41,0.0
Aligarh,2010-12-18,2010,12,18,21.42,7.77,0.0
Aligarh,2010-12-19,2010,12,19,19.56,3.48,0.0
Aligarh,2010-12-20,2010,12,20,20.36,2.94,0.0
Aligarh,2010-12-21,2010,12,21,19.58,2.74,0.0
Aligarh,2010-12-22,2010,12,22,20.99,6.07,0.0
Aligarh,2010-12-23,2010,12,23,21.4,4.48,0.0
Aligarh,2010-12-24,2010,12,24,21.15,6.47,0.0
Aligarh,2010-12-25,2010,12,25,20.53,7.64,0.0
Aligarh,2010-12-26,2010,12,26,19.16,6.97,0.0
Aligarh,2010-12-27,2010,12,27,20.74,7.95,0.0
Aligarh,2010-12-28,2010,12,28,22.13,7.49,0.01
Aligarh,2010-12-29,2010,12,29,23.56,7.71,0.61
Aligarh,2010-12-30,2010,12,30,21.72,8.74,2.15
Aligarh,2010-12-31,2010,12,31,18.57,7.78,3.79
Aligarh,2011-01-01,2011,1,1,18.91,4.38,0.0
Aligarh,2011-01-02,2011,1,2,17.77,2.67,0.0
Aligarh,2011-01-03,2011,1,3,15.87,1.67,0.0
Aligarh,2011-01-04,2011,1,4,14.57,1.11,0.0
Aligarh,2011-01-05,2011,1,5,16.86,-0.33,0.0
Aligarh,2011-01-06,2011,1,6,17.25,-1.03,0.0
Aligarh,2011-01-07,2011,1,7,20.04,1.03,0.0
Aligarh,2011-01-08,2011,1,8,19.08,4.63,0.0
Aligarh,2011-01-09,2011,1,9,17.66,3.42,0.0
Aligarh,2011-01-10,2011,1,10,19.16,1.28,0.0
Aligarh,2011-01-11,2011,1,11,19.47,1.9,0.0
Aligarh,2011-01-12,2011,1,12,20.31,3.14,0.0
Aligarh,2011-01-13,2011,1,13,22.73,9.03,0.0
Aligarh,2011-01-14,2011,1,14,21.77,10.07,0.01
Aligarh,2011-01-15,2011,1,15,22.43,5.51,0.13
Aligarh,2011-01-16,2011,1,16,17.27,1.13,0.01
Aligarh,2011-01-17,2011,1,17,20.7,2.53,0.0
Aligarh,2011-01-18,2011,1,18,21.58,7.2,0.0
Aligarh,2011-01-19,2011,1,19,20.19,2.99,0.0
Aligarh,2011-01-20,2011,1,20,20.11,3.02,0.0
Aligarh,2011-01-21,2011,1,21,21.82,6.54,0.0
Aligarh,2011-01-22,2011,1,22,23.2,8.43,0.0
Aligarh,2011-01-23,2011,1,23,23.91,9.84,0.0
Aligarh,2011-01-24,2011,1,24,21.08,6.84,0.0
Aligarh,2011-01-25,2011,1,25,22.44,5.5,0.0
Aligarh,2011-01-26,2011,1,26,23.38,9.57,0.01
Aligarh,2011-01-27,2011,1,27,20.07,5.12,0.0
Aligarh,2011-01-28,2011,1,28,21.07,3.47,0.0
Aligarh,2011-01-29,2011,1,29,21.27,7.86,0.0
Aligarh,2011-01-30,2011,1,30,22.72,7.65,0.03
Aligarh,2011-01-31,2011,1,31,23.18,6.88,0.0
Aligarh,2011-02-01,2011,2,1,23.16,5.55,0.0
Aligarh,2011-02-02,2011,2,2,23.74,6.13,0.0
Aligarh,2011-02-03,2011,2,3,24.64,7.05,0.0
Aligarh,2011-02-04,2011,2,4,27.21,8.6,0.0
Aligarh,2011-02-05,2011,2,5,30.02,10.88,0.0
Aligarh,2011-02-06,2011,2,6,29.07,11.29,0.0
Aligarh,2011-02-07,2011,2,7,28.37,11.88,0.59
Aligarh,2011-02-08,2011,2,8,25.47,10.09,0.9
Aligarh,2011-02-09,2011,2,9,24.93,6.21,0.1
Aligarh,2011-02-10,2011,2,10,25.4,6.44,0.0
Aligarh,2011-02-11,2011,2,11,26.99,7.21,0.0
Aligarh,2011-02-12,2011,2,12,29.51,9.7,0.0
Aligarh,2011-02-13,2011,2,13,30.28,13.54,0.0
Aligarh,2011-02-14,2011,2,14,27.53,11.96,0.56
Aligarh,2011-02-15,2011,2,15,26.09,13.56,4.63
Aligarh,2011-02-16,2011,2,16,21.3,12.51,13.86
Aligarh,2011-02-17,2011,2,17,23.16,10.08,0.02
Aligarh,2011-02-18,2011,2,18,22.89,6.45,0.0
Aligarh,2011-02-19,2011,2,19,24.62,9.89,0.0
Aligarh,2011-02-20,2011,2,20,25.94,10.19,0.91
Aligarh,2011-02-21,2011,2,21,23.87,9.55,3.57
Aligarh,2011-02-22,2011,2,22,23.5,8.3,0.0
Aligarh,2011-02-23,2011,2,23,25.85,11.64,0.0
Aligarh,2011-02-24,2011,2,24,26.38,11.67,0.38
Aligarh,2011-02-25,2011,2,25,25.34,11.08,2.63
Aligarh,2011-02-26,2011,2,26,25.46,12.86,0.97
Aligarh,2011-02-27,2011,2,27,25.85,11.51,0.72
Aligarh,2011-02-28,2011,2,28,26.41,7.63,0.0
Aligarh,2011-03-01,2011,3,1,26.27,9.67,0.0
Aligarh,2011-03-02,2011,3,2,24.55,11.08,0.41
Aligarh,2011-03-03,2011,3,3,28.36,13.47,0.05
Aligarh,2011-03-04,2011,3,4,27.81,14.64,1.14
Aligarh,2011-03-05,2011,3,5,29.63,11.39,0.02
Aligarh,2011-03-06,2011,3,6,30.07,11.51,0.0
Aligarh,2011-03-07,2011,3,7,30.67,11.61,0.0
Aligarh,2011-03-08,2011,3,8,30.33,12.77,0.0
Aligarh,2011-03-09,2011,3,9,29.4,12.78,0.0
Aligarh,2011-03-10,2011,3,10,28.88,11.78,0.0
Aligarh,2011-03-11,2011,3,11,29.2,10.66,0.0
Aligarh,2011-03-12,2011,3,12,30.55,9.68,0.0
Aligarh,2011-03-13,2011,3,13,32.18,10.79,0.0
Aligarh,2011-03-14,2011,3,14,31.59,13.79,0.0
Aligarh,2011-03-15,2011,3,15,32.67,16.59,0.0
Aligarh,2011-03-16,2011,3,16,34.25,16.94,0.0
Aligarh,2011-03-17,2011,3,17,34.95,14.13,0.0
Aligarh,2011-03-18,2011,3,18,36.96,16.56,0.0
Aligarh,2011-03-19,2011,3,19,35.31,20.2,0.0
Aligarh,2011-03-20,2011,3,20,34.78,16.7,0.0
Aligarh,2011-03-21,2011,3,21,33.59,13.03,0.0
Aligarh,2011-03-22,2011,3,22,35.57,12.66,0.0
Aligarh,2011-03-23,2011,3,23,36.55,16.21,0.0
Aligarh,2011-03-24,2011,3,24,35.63,16.79,0.0
Aligarh,2011-03-25,2011,3,25,35.16,16.12,0.0
Aligarh,2011-03-26,2011,3,26,36.18,15.29,0.0
Aligarh,2011-03-27,2011,3,27,37.73,16.91,0.0
Aligarh,2011-03-28,2011,3,28,38.1,20.34,0.0
Aligarh,2011-03-29,2011,3,29,37.16,17.97,0.04
Aligarh,2011-03-30,2011,3,30,35.56,19.99,0.06
Aligarh,2011-03-31,2011,3,31,36.26,16.94,0.0
Aligarh,2011-04-01,2011,4,1,35.95,16.71,0.0
Aligarh,2011-04-02,2011,4,2,36.59,19.11,0.0
Aligarh,2011-04-03,2011,4,3,35.99,19.2,0.12
Aligarh,2011-04-04,2011,4,4,34.47,15.07,0.0
Aligarh,2011-04-05,2011,4,5,36.41,17.64,0.0
Aligarh,2011-04-06,2011,4,6,37.53,16.09,0.0
Aligarh,2011-04-07,2011,4,7,35.16,22.31,0.0
Aligarh,2011-04-08,2011,4,8,36.28,18.91,0.0
Aligarh,2011-04-09,2011,4,9,37.06,19.26,0.0
Aligarh,2011-04-10,2011,4,10,36.54,19.47,0.0
Aligarh,2011-04-11,2011,4,11,38.31,22.21,0.0
Aligarh,2011-04-12,2011,4,12,39.84,24.41,1.04
Aligarh,2011-04-13,2011,4,13,36.54,22.05,1.24
Aligarh,2011-04-14,2011,4,14,36.73,20.19,4.6
Aligarh,2011-04-15,2011,4,15,35.92,20.85,0.0
Aligarh,2011-04-16,2011,4,16,38.32,22.05,0.06
Aligarh,2011-04-17,2011,4,17,40.73,22.81,0.12
Aligarh,2011-04-18,2011,4,18,35.89,21.86,4.76
Aligarh,2011-04-19,2011,4,19,37.21,19.79,0.0
Aligarh,2011-04-20,2011,4,20,37.24,19.19,0.0
Aligarh,2011-04-21,2011,4,21,38.33,20.23,0.0
Aligarh,2011-04-22,2011,4,22,39.36,20.31,0.0
Aligarh,2011-04-23,2011,4,23,39.64,22.89,0.0
Aligarh,2011-04-24,2011,4,24,40.92,24.41,0.0
Aligarh,2011-04-25,2011,4,25,42.24,26.0,0.0
Aligarh,2011-04-26,2011,4,26,41.59,25.47,0.0
Aligarh,2011-04-27,2011,4,27,38.75,24.29,0.0
Aligarh,2011-04-28,2011,4,28,42.04,25.15,0.0
Aligarh,2011-04-29,2011,4,29,43.12,27.02,0.0
Aligarh,2011-04-30,2011,4,30,41.79,27.03,0.0
Aligarh,2011-11-01,2011,11,1,29.25,15.6,0.0
Aligarh,2011-11-02,2011,11,2,29.31,16.39,0.0
Aligarh,2011-11-03,2011,11,3,29.3,16.07,0.0
Aligarh,2011-11-04,2011,11,4,29.65,14.92,0.0
Aligarh,2011-11-05,2011,11,5,29.76,16.36,0.0
Aligarh,2011-11-06,2011,11,6,29.53,15.16,0.0
Aligarh,2011-11-07,2011,11,7,29.59,15.65,0.0
Aligarh,2011-11-08,2011,11,8,27.31,13.68,0.0
Aligarh,2011-11-09,2011,11,9,28.17,14.38,0.0
Aligarh,2011-11-10,2011,11,10,29.3,14.79,0.0
Aligarh,2011-11-11,2011,11,11,29.79,16.99,0.0
Aligarh,2011-11-12,2011,11,12,30.33,16.12,0.0
Aligarh,2011-11-13,2011,11,13,29.88,17.1,0.0
Aligarh,2011-11-14,2011,11,14,29.03,15.28,0.0
Aligarh,2011-11-15,2011,11,15,27.97,14.64,0.0
Aligarh,2011-11-16,2011,11,16,29.36,13.34,0.0
Aligarh,2011-11-17,2011,11,17,29.1,13.84,0.0
Aligarh,2011-11-18,2011,11,18,29.62,14.83,0.0
Aligarh,2011-11-19,2011,11,19,29.3,14.4,0.0
Aligarh,2011-11-20,2011,11,20,27.81,13.49,0.0
Aligarh,2011-11-21,2011,11,21,27.51,13.87,0.0
Aligarh,2011-11-22,2011,11,22,27.71,15.22,0.0
Aligarh,2011-11-23,2011,11,23,27.14,14.44,0.0
Aligarh,2011-11-24,2011,11,24,26.65,14.52,0.0
Aligarh,2011-11-25,2011,11,25,26.93,14.41,0.0
Aligarh,2011-11-26,2011,11,26,26.56,14.57,0.0
Aligarh,2011-11-27,2011,11,27,25.58,13.84,0.0
Aligarh,2011-11-28,2011,11,28,26.39,13.48,0.0
Aligarh,2011-11-29,2011,11,29,25.88,9.48,0.0
Aligarh,2011-11-30,2011,11,30,27.05,9.02,0.0
Aligarh,2011-12-01,2011,12,1,25.02,10.79,0.0
Aligarh,2011-12-02,2011,12,2,25.46,12.59,0.0
Aligarh,2011-12-03,2011,12,3,26.73,12.74,0.0
Aligarh,2011-12-04,2011,12,4,27.21,12.75,0.0
Aligarh,2011-12-05,2011,12,5,27.8,12.13,0.0
Aligarh,2011-12-06,2011,12,6,27.28,11.0,0.0
Aligarh,2011-12-07,2011,12,7,27.21,11.68,0.0
Aligarh,2011-12-08,2011,12,8,28.17,12.61,0.03
Aligarh,2011-12-09,2011,12,9,27.24,13.2,0.36
Aligarh,2011-12-10,2011,12,10,24.36,10.73,0.0
Aligarh,2011-12-11,2011,12,11,23.97,8.48,0.0
Aligarh,2011-12-12,2011,12,12,24.18,11.5,0.0
Aligarh,2011-12-13,2011,12,13,23.9,8.25,0.0
Aligarh,2011-12-14,2011,12,14,23.58,6.38,0.0
Aligarh,2011-12-15,2011,12,15,22.58,8.4,0.0
Aligarh,2011-12-16,2011,12,16,22.12,7.17,0.0
Aligarh,2011-12-17,2011,12,17,22.5,7.08,0.0
Aligarh,2011-12-18,2011,12,18,20.97,6.89,0.0
Aligarh,2011-12-19,2011,12,19,20.61,6.44,0.0
Aligarh,2011-12-20,2011,12,20,20.94,5.06,0.0
Aligarh,2011-12-21,2011,12,21,20.72,7.49,0.0
Aligarh,2011-12-22,2011,12,22,22.77,7.85,0.0
Aligarh,2011-12-23,2011,12,23,21.83,4.92,0.0
Aligarh,2011-12-24,2011,12,24,21.05,4.31,0.0
Aligarh,2011-12-25,2011,12,25,20.82,4.38,0.0
Aligarh,2011-12-26,2011,12,26,20.34,6.4,0.0
Aligarh,2011-12-27,2011,12,27,19.04,7.6,0.0
Aligarh,2011-12-28,2011,12,28,21.4,6.93,0.0
Aligarh,2011-12-29,2011,12,29,22.19,6.87,0.0
Aligarh,2011-12-30,2011,12,30,22.94,8.16,0.0
Aligarh,2011-12-31,2011,12,31,21.85,8.41,0.0
Aligarh,2012-01-01,2012,1,1,20.74,11.42,20.72
Aligarh,2012-01-02,2012,1,2,22.02,11.28,0.0
Aligarh,2012-01-03,2012,1,3,22.01,7.7,0.0
Aligarh,2012-01-04,2012,1,4,21.56,10.62,0.0
Aligarh,2012-01-05,2012,1,5,20.73,8.27,0.15
Aligarh,2012-01-06,2012,1,6,20.83,7.74,1.41
Aligarh,2012-01-07,2012,1,7,21.26,8.32,4.69
Aligarh,2012-01-08,2012,1,8,18.82,11.64,0.15
Aligarh,2012-01-09,2012,1,9,19.73,7.06,0.06
Aligarh,2012-01-10,2012,1,10,18.66,5.81,0.0
Aligarh,2012-01-11,2012,1,11,19.28,2.83,0.0
Aligarh,2012-01-12,2012,1,12,19.97,3.17,0.04
Aligarh,2012-01-13,2012,1,13,20.88,2.7,0.0
Aligarh,2012-01-14,2012,1,14,23.1,3.9,0.0
Aligarh,2012-01-15,2012,1,15,25.31,10.13,0.0
Aligarh,2012-01-16,2012,1,16,18.42,9.12,3.5
Aligarh,2012-01-17,2012,1,17,20.6,7.05,0.0
Aligarh,2012-01-18,2012,1,18,20.29,6.42,0.04
Aligarh,2012-01-19,2012,1,19,20.04,6.57,0.0
Aligarh,2012-01-20,2012,1,20,19.16,4.97,0.0
Aligarh,2012-01-21,2012,1,21,20.19,3.2,0.0
Aligarh,2012-01-22,2012,1,22,20.0,3.98,0.0
Aligarh,2012-01-23,2012,1,23,21.73,8.27,0.0
Aligarh,2012-01-24,2012,1,24,22.79,4.44,0.0
Aligarh,2012-01-25,2012,1,25,23.65,6.12,0.0
Aligarh,2012-01-26,2012,1,26,23.07,7.04,0.0
Aligarh,2012-01-27,2012,1,27,21.49,6.6,0.0
Aligarh,2012-01-28,2012,1,28,21.63,6.01,0.0
Aligarh,2012-01-29,2012,1,29,21.48,4.29,0.0
Aligarh,2012-01-30,2012,1,30,22.47,4.07,0.0
Aligarh,2012-01-31,2012,1,31,21.87,5.99,0.0
Aligarh,2012-02-01,2012,2,1,22.79,4.38,0.0
Aligarh,2012-02-02,2012,2,2,23.98,6.21,0.0
Aligarh,2012-02-03,2012,2,3,22.61,10.67,0.0
Aligarh,2012-02-04,2012,2,4,25.4,9.87,0.01
Aligarh,2012-02-05,2012,2,5,25.04,9.28,0.01
Aligarh,2012-02-06,2012,2,6,24.81,7.92,0.0
Aligarh,2012-02-07,2012,2,7,24.31,7.98,0.42
Aligarh,2012-02-08,2012,2,8,20.01,4.93,0.08
Aligarh,2012-02-09,2012,2,9,19.72,1.22,0.0
Aligarh,2012-02-10,2012,2,10,22.4,2.64,0.0
Aligarh,2012-02-11,2012,2,11,22.92,4.16,0.0
Aligarh,2012-02-12,2012,2,12,22.93,7.17,0.0
Aligarh,2012-02-13,2012,2,13,25.19,7.83,0.0
Aligarh,2012-02-14,2012,2,14,25.08,8.37,0.0
Aligarh,2012-02-15,2012,2,15,24.42,11.19,0.86
Aligarh,2012-02-16,2012,2,16,24.18,9.71,0.66
Aligarh,2012-02-17,2012,2,17,24.3,5.39,0.0
Aligarh,2012-02-18,2012,2,18,26.27,7.54,0.0
Aligarh,2012-02-19,2012,2,19,28.45,8.1,0.0
Aligarh,2012-02-20,2012,2,20,28.91,11.21,0.0
Aligarh,2012-02-21,2012,2,21,29.95,13.28,0.0
Aligarh,2012-02-22,2012,2,22,30.92,11.9,0.0
Aligarh,2012-02-23,2012,2,23,30.7,13.86,0.0
Aligarh,2012-02-24,2012,2,24,28.26,10.92,0.0
Aligarh,2012-02-25,2012,2,25,27.73,10.19,0.0
Aligarh,2012-02-26,2012,2,26,29.14,7.55,0.0
Aligarh,2012-02-27,2012,2,27,29.52,8.53,0.0
Aligarh,2012-02-28,2012,2,28,29.05,10.42,0.0
Aligarh,2012-02-29,2012,2,29,28.18,9.16,0.0
Aligarh,2012-03-01,2012,3,1,29.69,12.03,0.0
Aligarh,2012-03-02,2012,3,2,30.02,10.42,0.0
Aligarh,2012-03-03,2012,3,3,31.05,10.21,0.0
Aligarh,2012-03-04,2012,3,4,32.82,14.75,0.0
Aligarh,2012-03-05,2012,3,5,34.11,16.51,0.02
Aligarh,2012-03-06,2012,3,6,31.01,15.8,0.02
Aligarh,2012-03-07,2012,3,7,30.24,12.61,0.15
Aligarh,2012-03-08,2012,3,8,28.04,9.29,0.0
Aligarh,2012-03-09,2012,3,9,26.98,6.53,0.0
Aligarh,2012-03-10,2012,3,10,27.39,8.99,0.0
Aligarh,2012-03-11,2012,3,11,29.64,10.28,0.0
Aligarh,2012-03-12,2012,3,12,31.67,10.44,0.06
Aligarh,2012-03-13,2012,3,13,29.11,12.51,1.25
Aligarh,2012-03-14,2012,3,14,29.62,11.46,0.0
