District,Year,flowering_tmax_mean,flowering_tmin_mean,flowering_tmax_max,flowering_tmax_std,flowering_day_night_diff,flowering_rainfall_total,flowering_rainy_days,flowering_extreme_heat_days,flowering_heat_stress_days,grain_filling_tmax_mean,grain_filling_tmin_mean,grain_filling_tmax_max,grain_filling_tmax_std,grain_filling_day_night_diff,grain_filling_rainfall_total,grain_filling_rainy_days,grain_filling_extreme_heat_days,grain_filling_heat_stress_days,maturation_tmax_mean,maturation_tmin_mean,maturation_tmax_max,maturation_tmax_std,maturation_day_night_diff,maturation_rainfall_total,maturation_rainy_days,maturation_extreme_heat_days,seasonal_tmax_mean,seasonal_tmin_mean,seasonal_rainfall_total
Aligarh,2020,25.56413793103448,8.70551724137931,30.73,2.9614119668560854,16.858620689655172,12.11,8,0,1,27.69965517241379,12.06241379310345,30.31,1.4917977715270274,15.637241379310346,67.83,19,0,2,33.457307692307694,16.832307692307694,37.04,2.3288822343644724,16.625000000000004,6.04,7,7,27.9778021978022,12.327252747252746,123.32000000000001
Aligarh,2021,28.70785714285714,11.617142857142856,34.69,3.2093340224608706,17.090714285714288,1.79,3,0,7,32.9325,15.101428571428572,37.11,2.563635475618921,17.831071428571427,3.32,4,6,22,37.63807692307692,19.564230769230768,41.44,1.982929185282761,18.07384615384615,0.16,2,24,28.752928176795585,13.129502762430937,54.72
Aligarh,2022,24.092499999999998,8.601071428571428,28.15,2.7878288711495216,15.491428571428573,22.99,9,0,0,28.841785714285717,12.108571428571429,36.61,3.2301152984483137,16.73321428571429,5.74,4,1,8,39.910384615384615,20.336923076923078,44.43,2.372498228904259,19.57346153846154,0.0,0,26,28.327679558011045,12.880055248618785,91.39
Amritsar,2010,25.800357142857145,10.034285714285716,32.82,3.3002698903584156,15.766071428571426,10.75,9,0,4,30.278571428571432,13.140714285714287,36.26,3.271343267296596,17.137857142857147,4.2,9,2,16,39.22153846153847,21.242307692307694,42.08,1.4303221799516144,17.979230769230767,0.03,2,26,29.161988950276243,13.442928176795581,35.05
Amritsar,2011,23.6525,9.218928571428572,27.88,2.175729124275865,14.433571428571426,26.460000000000004,15,0,0,25.95607142857143,10.652857142857144,35.91,4.2015264768236,15.303214285714287,14.63,14,1,5,34.955769230769235,17.11,38.55,1.9571881321465716,17.845769230769232,5.76,7,13,27.302375690607732,12.120331491712706,60.09
Amritsar,2012,22.860689655172415,6.726206896551723,27.91,2.8161763984859265,16.134482758620692,4.39,9,0,0,26.70551724137931,9.633448275862069,31.53,2.671231104895933,17.07206896551724,3.9699999999999998,8,0,4,35.714615384615385,17.976153846153846,39.57,3.2169852107452788,17.73846153846154,0.7,1,16,26.677857142857146,11.25489010989011,81.60000000000001
Amritsar,2013,23.362142857142857,9.497142857142858,26.46,2.163132771293382,13.864999999999997,72.82999999999998,15,0,0,26.86535714285714,11.828571428571427,32.24,3.9227309857092405,15.036785714285717,51.33,11,0,9,33.14346153846154,16.775000000000002,37.95,2.692869016209578,16.36846153846154,7.19,10,5,27.07530386740332,11.651988950276241,118.69
Amritsar,2014,23.185714285714287,8.079642857142858,26.28,2.180401642530872,15.106071428571425,12.970000000000002,13,0,0,25.568928571428575,10.14892857142857,31.49,2.7256644983695177,15.419999999999998,15.5,10,0,3,32.35307692307693,15.950384615384618,37.08,2.2035930100284293,16.40269230769231,27.9,13,2,26.420552486187844,11.13342541436464,125.12
Amritsar,2015,24.912857142857142,10.089285714285714,29.78,2.5532823568204894,14.823571428571427,46.209999999999994,11,0,0,24.633571428571425,10.911785714285715,29.78,3.052851992973995,13.721785714285714,107.91,18,0,0,30.663846153846155,16.197307692307692,36.72,3.4571526745841896,14.466538461538459,35.01,15,3,26.526298342541438,11.986132596685081,204.99
Amritsar,2016,26.272413793103446,9.138275862068966,33.15,3.309756848182154,17.134137931034484,6.42,7,0,6,29.604137931034487,13.478275862068969,34.41,2.6037013725537768,16.125862068965514,31.21,11,0,13,34.291538461538465,17.628846153846155,40.18,2.904335644938707,16.662692307692307,5.02,10,11,29.132417582417585,13.20357142857143,53.76
Amritsar,2017,25.75964285714286,9.944642857142858,30.02,3.0388307719117007,15.814999999999998,5.13,7,0,1,27.028214285714288,11.30857142857143,30.02,1.9942808108140022,15.719642857142857,24.11,11,0,1,35.37807692307692,18.350384615384616,39.92,3.4829240809765225,17.027692307692305,7.47,7,15,27.876243093922653,12.555580110497235,127.08
Amritsar,2018,26.15178571428572,10.053571428571429,30.98,3.3275116423776385,16.09821428571429,20.299999999999997,7,0,4,30.185,14.048928571428574,35.39,2.585806701262934,16.13607142857143,3.6500000000000004,8,1,14,35.581923076923076,18.445384615384615,39.66,3.117010130533129,17.13653846153846,13.47,10,17,28.107900552486193,12.424972375690608,59.45
Amritsar,2019,21.444999999999997,7.632142857142858,24.17,1.611248653132788,13.812857142857142,67.94,16,0,0,22.970357142857146,9.122142857142858,26.56,1.9195031805958171,13.848214285714283,40.64,18,0,0,33.81192307692308,16.777307692307694,39.47,4.417901781824281,17.034615384615385,0.6100000000000001,7,14,25.312486187845305,11.367900552486189,191.43
Amritsar,2020,23.445862068965525,8.671724137931035,27.83,3.330824133584209,14.774137931034485,10.89,6,0,0,24.949999999999996,11.269999999999998,27.83,2.4018950851359016,13.680000000000001,79.86,16,0,0,28.633076923076924,15.239615384615385,34.63,2.6363182952455024,13.393461538461537,35.83,14,0,24.563846153846153,10.995714285714284,246.54
Amritsar,2021,26.24178571428572,11.130357142857145,31.64,3.07795152366157,15.11142857142857,2.9700000000000006,5,0,5,30.386071428571434,14.1625,34.28,2.454999946120109,16.22357142857143,1.27,8,0,18,34.281923076923086,16.699615384615385,38.74,1.8453509568226187,17.582307692307694,11.83,5,8,27.229834254143647,12.080828729281768,61.78
